mz,Sample1_erin_mass_listhotw_0001_5ppm_8m_000001.csv,Sample2_erin_mass_listhotw_0002_5ppm_8m_000002.csv,Sample3_erin_mass_listhotw_0003_5ppm_8m_000002.csv,Sample6_erin_mass_listhotw_0004_5ppm_8m_000003.csv,Sample8_erin_mass_listhotw_0005_5ppm_8m_000002.csv,Sample9_erin_mass_listhotw_0006_5ppm_8m_000002.csv,Sample10_erin_mass_listhotw_0007_5ppm_8m_000002.csv,Sample11_erin_mass_listhotw_0008_5ppm_8m_000001.csv,Sample12_erin_mass_listhotw_0009_5ppm_8m_000001.csv,Sample13_erin_mass_listhotw_0010_5ppm_8m_000001.csv,Sample14_erin_mass_listhotw_0010_5ppm_8m_000002.csv,Sample15_erin_mass_listhotw_0012_5ppm_8m_000001.csv,Sample16_erin_mass_listhotw_0013_5ppm_8m_000001.csv,Sample17_erin_mass_listhotw_0014_5ppm_8m_000001.csv,Sample18_erin_mass_listhotw_0015_5ppm_8m_000001.csv,Sample19_erin_mass_listhotw_0016_5ppm_8m_000001.csv,Sample20_erin_mass_listhotw_0017_5ppm_8m_000001.csv,Sample21_erin_mass_listhotw_0018_5ppm_8m_000001.csv,Sample22_erin_mass_listhotw_0019_5ppm_8m_000001.csv,Sample23_erin_mass_listhotw_0020_5ppm_8m_000001.csv,Sample24_erin_mass_listhotw_0021_5ppm_8m_000001.csv,Sample25_erin_mass_listhotw_0022_5ppm_8m_000001.csv,Sample26_erin_mass_listhotw_0023_5ppm_8m_000001.csv,Sample27_erin_mass_listhotw_0024_5ppm_8m_000001.csv,Sample28_erin_mass_listhotw_0025_5ppm_8m_000001.csv,Sample29_erin_mass_listhotw_0026_5ppm_8m_000001.csv,Sample30_erin_mass_listhotw_0027_5ppm_8m_000001.csv,Sample31_erin_mass_listhotw_0028_5ppm_8m_000001.csv,Sample32_erin_mass_listhotw_0029_5ppm_8m_000001.csv,Sample33_erin_mass_listhotw_0030_5ppm_8m_000001.csv,Sample34_erin_mass_listhotw_0031_5ppm_8m_000001.csv,Sample35_erin_mass_listhotw_0032_5ppm_8m_000001.csv,Sample36_erin_mass_listhotw_0033_5ppm_8m_000001.csv,Sample37_erin_mass_listhotw_0034_5ppm_8m_000001.csv,Sample38_erin_mass_listhotw_0035_5ppm_8m_000001.csv,Sample39_erin_mass_listhotw_0036_5ppm_8m_000001.csv,Sample40_erin_mass_listhotw_0037_5ppm_8m_000001.csv,Sample41_erin_mass_listhotw_0038_5ppm_8m_000001.csv,Sample42_erin_mass_listhotw_0039_5ppm_8m_000001.csv,Sample43_erin_mass_listhotw_0040_5ppm_8m_000001.csv,Sample44_erin_mass_listhotw_0041_5ppm_8m_000001.csv,Sample45_erin_mass_listhotw_0042_5ppm_8m_000001.csv,Sample46_erin_mass_listhotw_0043_5ppm_8m_000001.csv,Sample47_erin_mass_listhotw_0044_5ppm_8m_000001.csv,Sample48_erin_mass_listhotw_0045_5ppm_8m_000001.csv,Sample49_erin_mass_listhotw_0046_5ppm_8m_000001.csv,Sample50_erin_mass_listhotw_0047_5ppm_8m_000001.csv,Sample51_erin_mass_listhotw_0048_5ppm_8m_000001.csv,Sample52_erin_mass_listhotw_0049_5ppm_8m_000001.csv,Sample54_erin_mass_listhotw_0050_5ppm_8m_000001.csv,Sample55_erin_mass_listhotw_0051_5ppm_8m_000001.csv,Sample56_erin_mass_listhotw_0052_5ppm_8m_000001.csv,Sample57_erin_mass_listhotw_0053_5ppm_8m_000001.csv,Sample58_erin_mass_listhotw_0054_5ppm_8m_000001.csv,Sample59_erin_mass_listhotw_0055_5ppm_8m_000001.csv,Sample60_erin_mass_listhotw_0056_5ppm_8m_000001.csv,Sample61_erin_mass_listhotw_0057_5ppm_8m_000001.csv,Sample62_erin_mass_listhotw_0058_5ppm_8m_000001.csv,Sample63_erin_mass_listhotw_0059_5ppm_8m_000001.csv,Sample64_erin_mass_listhotw_0060_5ppm_8m_000001.csv,Sample65_erin_mass_listhotw_0061_5ppm_8m_000001.csv,Sample66_erin_mass_listhotw_0062_5ppm_8m_000001.csv,Sample67_erin_mass_listhotw_0063_5ppm_8m_000001.csv,Sample68_erin_mass_listhotw_0064_5ppm_8m_000001.csv,Sample69_erin_mass_listhotw_0065_5ppm_8m_000001.csv,Sample70_erin_mass_listhotw_0066_5ppm_8m_000001.csv
863.1305956,3889854,4605701,6553097,9260036,7429032,7462578,9438671,5791154,9057633,NA,NA,3399256,3530465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10983447,NA,NA,NA,NA,NA,NA,NA,NA,NA,3499820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3467674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863.1520317,5282476,5117681,7618037,7359471,4168594,6782621,9864630,4521373,7001421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9410565,NA,NA,NA,NA,4226210,NA,NA,NA,NA,NA,NA,4338487,NA,NA,NA,3506966,NA,NA,NA,NA,NA,NA,NA,NA,NA,3510071,NA,NA,NA,3562646,NA,NA
863.1671338,3277470,4789987,7757286,9063391,7699331,6127245,8258981,3894670,7697726,NA,NA,4927033,NA,NA,NA,NA,NA,NA,NA,NA,NA,5026625,NA,NA,NA,NA,NA,NA,NA,NA,4253523,3847289,NA,6674424,NA,NA,4219063,NA,3603605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3522940,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304435,NA
863.1881783,4278924,4683471,6684114,5721033,5274476,3645048,5588364,6012281,4982057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7813094,NA,NA,7360675,NA,4709508,NA,NA,NA,NA,NA,3471867,4457233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863.2034782,4778621,NA,4603331,6867897,5102429,6790761,6391163,NA,4470043,NA,NA,3247641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3831446,4573145,NA,NA,NA,NA,5676151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863.2245981,3471980,4888237,5336494,3820452,4414279,3903060,7914850,4513110,4977927,NA,NA,NA,NA,4009375,NA,NA,NA,4327093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3429450,NA,6322118,NA,NA,5677185,NA,5061734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3247558,NA,NA,NA,NA,NA,NA,NA,3375201,NA,NA,NA,NA,NA
863.2396137,NA,NA,4414879,NA,4393783,4378181,4851024,NA,5559543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4614073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3864054,NA
863.2608479,4893259,4376203,3857803,4381567,NA,3900976,5711159,4283697,3597538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3239270,NA,NA,NA,NA,NA,NA,5683111,NA,3961239,5271649,NA,5286984,4313714,3625744,3275105,NA,NA,NA,3451589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3562128,NA,NA,NA
863.297382,NA,5109354,5516647,4496218,3255035,5283338,5956877,4168973,4990143,NA,NA,NA,NA,3378523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3685122,NA,NA,3268320,NA,NA,5236616,NA,NA,5783615,NA,5970985,NA,NA,NA,NA,NA,NA,NA,NA,3685528,NA,NA,NA,NA,NA,NA,NA,3216075,NA,NA,NA,3515104,NA,NA,NA,NA,NA,NA
863.3124286,NA,NA,3845464,4094795,NA,NA,NA,NA,NA,NA,NA,NA,3952198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3664925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863.3337835,3271178,3468871,4713796,3435316,NA,3325413,5678307,5033193,5776539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4191843,NA,NA,NA,NA,3570409,NA,NA,3464895,NA,NA,4511593,NA,NA,4567069,NA,5897227,NA,NA,NA,NA,3979932,NA,4215418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
864.2070234,NA,NA,NA,NA,3370813,3324510,NA,NA,3569977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
864.2645718,NA,NA,NA,3277672,NA,NA,3836053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865.0947573,NA,NA,NA,NA,NA,NA,3275939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4763986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865.1102098,4133783,3280793,3302994,5628895,5149545,7599765,7150737,5297595,6114723,NA,NA,NA,3389436,3565172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3444088,NA,NA,NA,NA,NA,NA,NA,NA,8327492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3267781,NA,NA,NA
865.1312576,3240834,NA,NA,4213703,NA,5748350,6413431,3542436,3591565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10072369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865.1468187,3908467,5332853,8861228,7676856,8180546,6436461,9944164,4781460,8293758,NA,5545521,3888972,4880346,4703825,NA,4647772,NA,3398105,NA,NA,NA,NA,3783058,NA,3247445,NA,3344179,NA,NA,NA,NA,3407302,NA,9433378,NA,NA,5785938,NA,4490730,NA,NA,NA,3232172,NA,3281888,3570389,NA,NA,NA,NA,3835396,NA,4286297,NA,NA,NA,4311144,NA,NA,NA,NA,NA,NA,NA,NA,NA
865.1680244,3752798,3469151,NA,7807905,4772650,5592661,5807178,NA,5606760,NA,NA,3364664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6852879,NA,NA,5658940,NA,4011479,NA,NA,NA,NA,3251538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3475512
865.1832122,NA,4013904,6313479,7955345,7222042,5965381,7371831,5084525,6810968,NA,NA,3622698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3235237,4085925,8458497,NA,NA,5200174,3569733,4302282,NA,NA,4440948,3395991,NA,4082624,3607213,3476081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865.2040554,4318012,3487547,5395954,3556218,3285762,3683886,6327325,NA,5283138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3893132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4485358,NA,NA,3565850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3887032,NA,NA,NA,NA,NA,3301306,NA,NA
865.2195375,4166445,NA,5707234,NA,5370610,3618333,4520969,4703559,4726067,NA,NA,NA,NA,3331590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870369,NA,NA,3461385,NA,3642792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865.2407285,NA,NA,NA,5145426,4252378,NA,4244463,4728111,4144413,3750966,4521450,NA,3483523,NA,NA,NA,NA,NA,NA,NA,NA,5586477,NA,NA,NA,NA,NA,NA,NA,NA,NA,5926257,NA,5025998,NA,NA,4770036,NA,13739413,NA,4428726,NA,NA,NA,NA,3959403,NA,NA,NA,NA,NA,NA,NA,NA,NA,3922977,NA,NA,NA,NA,NA,NA,NA,4638628,NA,NA
865.2561379,3588873,NA,3560892,NA,4313801,NA,4283357,NA,NA,NA,NA,NA,NA,3646947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4950245,NA,4490631,NA,NA,NA,NA,NA,NA,NA,NA,NA,3297131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3350281,NA
865.2769376,NA,3309299,NA,3482410,5018289,NA,4467651,3925255,5418232,NA,3708368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5497004,NA,NA,4227280,NA,4273525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3626407,NA,NA,3380128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865.2923949,4149989,NA,3282327,4313882,3678881,3233228,NA,NA,4222183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4006045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865.3136203,NA,3313359,NA,NA,NA,3235253,4819863,NA,3603665,3804154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5120139,NA,3879794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3824606,NA,NA,3325558,NA,NA,NA,NA,NA,NA,NA
865.329041,NA,NA,4035954,3238641,NA,3261860,NA,NA,NA,NA,NA,NA,NA,3218840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865.3501269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4008070,NA,NA,NA,NA,4139757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3980222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
866.1866843,NA,NA,NA,3338046,NA,NA,3974993,NA,3639615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6155616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867.0901679,NA,NA,NA,NA,3224236,5926350,5161676,NA,3685749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5376518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867.1117493,NA,NA,NA,NA,NA,3233202,NA,NA,NA,NA,3844177,NA,NA,NA,NA,NA,NA,NA,3464737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6130161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867.126608,NA,4945803,6680082,8428311,9104002,6958499,8106652,4451574,6563151,NA,3735623,3530694,3706995,NA,NA,NA,NA,NA,NA,NA,3316413,NA,NA,NA,3251550,3461543,NA,NA,NA,NA,NA,NA,3543602,11397602,NA,NA,5497175,NA,4648638,NA,NA,NA,NA,NA,3786010,NA,NA,3864592,3807208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867.1481475,3320711,3594100,NA,NA,4463209,4701577,6013568,NA,NA,NA,NA,NA,NA,NA,NA,3534268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3410006,NA,NA,6285774,NA,NA,3987777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867.1627736,6245242,5576548,7335403,7731950,8800856,9014647,8114797,4226252,4920616,NA,NA,3665826,5414991,NA,NA,3990962,NA,3773477,NA,NA,NA,NA,NA,3976780,NA,NA,3291177,NA,NA,NA,NA,4925005,NA,8186303,NA,NA,NA,NA,3993244,NA,NA,NA,NA,NA,3224826,4342194,NA,NA,NA,NA,3665978,NA,3878932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867.199363,3607380,4220734,5782979,6359747,4958765,5328205,6959678,3341474,6604032,NA,NA,5353340,NA,4447727,NA,NA,NA,4617225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9210268,NA,NA,4206858,NA,3800696,NA,3349538,NA,NA,NA,NA,NA,4961093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867.2205977,NA,NA,NA,4283051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4151687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3452943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867.2358415,3922734,3737367,3755421,4098714,4692483,5164321,5976590,4136055,3265752,NA,NA,3374935,NA,NA,3314175,NA,NA,NA,NA,NA,NA,NA,NA,3251741,NA,NA,3242979,NA,NA,NA,NA,NA,NA,4381049,NA,NA,3326178,NA,NA,NA,NA,3563697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3282931,NA,NA,NA,NA,NA,NA,NA
867.2724264,NA,NA,5430645,3619439,4819417,NA,NA,3992652,3982513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5134678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867.2930932,3302129,NA,NA,NA,NA,4236509,NA,3898422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867.3084358,NA,NA,NA,NA,NA,NA,3289519,NA,3589257,NA,NA,NA,NA,NA,3416518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3664179,NA,NA,NA,NA,4101647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4085707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867.3287823,3685067,3888820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3280782,NA,NA,NA,NA,NA,NA,NA,NA,3566848,3387519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867.3450122,NA,NA,3292455,NA,NA,NA,NA,NA,3347554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4480492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868.1299119,NA,3742555,NA,NA,NA,3647728,5021048,3541086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3236481,NA,4011534,NA,NA,3263766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869.1058861,NA,3764013,4058525,4243972,NA,4572218,6195290,3732418,5561531,NA,NA,NA,3762326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3329275,NA,NA,NA,NA,NA,NA,NA,8208959,NA,NA,3446995,NA,NA,NA,NA,NA,NA,NA,3532232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869.1267137,NA,NA,NA,NA,NA,NA,3516478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3699242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869.1422935,6198025,6004485,8439159,6394328,6828322,7308300,7383081,NA,5315729,3317528,NA,3372939,NA,NA,3525652,3854222,3467969,NA,NA,NA,NA,NA,NA,NA,NA,NA,4155611,NA,NA,NA,NA,NA,NA,9667098,NA,NA,3807402,NA,NA,NA,NA,NA,NA,NA,NA,3655709,NA,NA,3309376,NA,NA,NA,NA,3448691,NA,3485045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869.1786366,5198559,4275932,5629262,6050220,6242549,6759390,4351992,3273578,6708329,NA,NA,3837797,NA,3974483,NA,3444592,NA,3956185,NA,NA,NA,4322105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8954357,NA,NA,5597311,3396347,4540114,NA,NA,3292640,3811141,NA,3822976,NA,NA,NA,3714839,NA,NA,NA,3446863,NA,NA,NA,NA,NA,NA,NA,3224657,NA,NA,NA,NA,NA
869.1999605,NA,NA,NA,NA,3616988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3476210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869.215068,4424374,4218547,3499302,4501889,4968649,4801457,5752775,NA,4664382,NA,NA,4331323,NA,3224872,3890136,NA,NA,3448250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7471568,NA,NA,3477589,NA,NA,NA,NA,NA,NA,NA,NA,3669953,NA,NA,NA,3336622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869.2356989,NA,NA,NA,NA,3236016,3576726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3647551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869.2877106,4657764,NA,NA,4641064,4960369,3846996,NA,NA,3279852,NA,3936638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3233962,NA,NA,NA,NA,NA,NA,NA,NA,NA,3613063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3488992,NA,NA,NA,NA,NA,NA,NA,NA,NA,3345247
869.309177,NA,3313226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3254251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869.3241785,NA,4361787,3409065,4020477,3743813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4456802,NA,NA,5019611,NA,NA,NA,NA,NA,NA,NA,NA,3598131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3228069,NA,NA,NA
869.3601133,3748369,NA,NA,NA,5132312,NA,4087554,NA,NA,NA,NA,3755678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3494205,NA,3563037,3282865,NA,3569175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870.1827736,NA,NA,NA,3890409,NA,NA,NA,NA,NA,NA,NA,3334935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3464688,NA,NA,NA,NA,3543748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
